track_id,track_name,artist_name,album_name,genre,mood,danceability,energy,valence,acousticness,audio_url,image_url,lyrics_snippet
S5731D3E,On And On And On,ABBA,Abba — Pop Collection,Pop,Sad,0.37,0.29,0.54,0.76,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-4.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,I was at a party / And this feller said to me / Something bad is happening
S06F073F,"One Man, One Woman",ABBA,Abba — Pop Collection,Pop,Sad,0.9,0.61,0.68,0.19,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-5.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,"No smiles, not a single word at the breakfast table / Though I would have liked to begin / So much that I want to say, but I feel unable"
SC454011,One Of Us,ABBA,Abba — Pop Collection,Pop,Sad,0.3,0.25,0.69,0.66,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-6.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,"They passed me by, all of those great romances / You were, I felt, robbing me of my rightful chances / My picture clear, everything seemed so easy"
S11318B4,Our Last Summer,ABBA,Abba — Pop Collection,Pop,Calm,0.78,0.3,0.72,0.11,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-7.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,"The summer air was soft and warm / The feeling right, the Paris night / Did it's best to please us"
SC7890E3,Reina Danzante,ABBA,Abba — Pop Collection,Pop,Sad,0.72,0.79,0.17,0.25,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-11.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,You can dance / You can jive / Having the time of your life
SA952E9A,Ring Ring,ABBA,Abba — Pop Collection,Pop,Sad,0.84,0.69,0.68,0.88,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-13.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,I was sitting by the phone / I was waiting all alone / Baby by myself I sit and wait and wonder about you
SE5A5082,Rock 'n Roll Band,ABBA,Abba — Pop Collection,Pop,Sad,0.48,0.76,0.45,0.11,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-15.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,Sitting in the darkest corner / In the tender light I saw her face / She was looking so sad and lonely
SB77BC78,Rubber Ball Man,ABBA,Abba — Pop Collection,Pop,Calm,0.87,0.38,0.55,0.84,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-16.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,The poster on the wall of a dear friend / I wish there was a way that I could show you how your songs set me free / The hero of them all
SCC3EBA9,S. O. S.,ABBA,Abba — Pop Collection,Pop,Romantic,0.47,0.91,0.98,0.26,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-1.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,"Where are those happy days, they seem so hard to find / I tried to reach for you, but you have closed your mind / Whatever happened to our love?"
SD2C1C5F,Sitting In The Palmtree,ABBA,Abba — Pop Collection,Pop,Calm,0.48,0.58,0.22,0.54,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-3.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,See me sitting in the palm tree / Looking down at people passing by / Sitting here no-one can harm me
SD4F61FF,Soldiers,ABBA,Abba — Pop Collection,Pop,Energetic,0.63,0.76,0.7,0.27,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-6.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,Do I hear what I think I'm hearing / Do I see the signs I think I see / Or is this just a fantasy
S5897191,SOS,ABBA,Abba — Pop Collection,Pop,Sad,0.54,0.54,0.23,0.46,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-7.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,And when I see the sign that points one way / The lot we used to pass by every day / Just walk away Renee
S35221CF,Summer Night City,ABBA,Abba — Pop Collection,Pop,Calm,0.41,0.54,0.47,0.63,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-8.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,Summer night city / Summer night city / Waiting for the sunrise soul dancing in the dark
S938E402,Take A Chance On Me,ABBA,Abba — Pop Collection,Pop,Focus,0.31,0.96,0.74,0.11,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-11.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,"If you change your mind, I'm the first in line / Honey I'm still free / Take a chance on me"
S5426345,Thank You For The Music,ABBA,Abba — Pop Collection,Pop,Happy,0.84,0.21,0.47,0.36,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-12.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,"I'm nothing special, in fact I'm a bit of a bore / If I tell a joke, you've probably heard it before / But I have a talent, a wonderful thing"
SFD0D0CA,The Name Of The Game,ABBA,Abba — Pop Collection,Pop,Happy,0.38,0.47,0.74,0.67,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-16.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,"I've seen you twice, in a short time / Only a week since we started / It seems to me, for every time"
SED3EFA1,The Piper,ABBA,Abba — Pop Collection,Pop,Energetic,0.48,0.22,0.59,0.59,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-1.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,They came from the hills / And they came from the valleys and the plains / They struggled in the cold
S8385A5B,The Winner Takes It All,ABBA,Abba — Pop Collection,Pop,Sad,0.93,0.54,0.58,0.65,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-4.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,I don't want to talk / About the things we've gone through / Though it's hurting me
S59EBA0C,Under Attack,ABBA,Abba — Pop Collection,Pop,Romantic,0.47,0.75,0.81,0.75,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-8.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,"Don't know how to take it, don't know where to go / My resistance running low / And every day the hold is getting tighter and it troubles me so"
S7933640,Voulez Vous,ABBA,Abba — Pop Collection,Pop,Calm,0.65,0.79,0.54,0.77,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-9.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,People everywhere / A sense of expectation hanging in the air / Giving out a spark
SECA94BB,Waterloo,ABBA,Abba — Pop Collection,Pop,Energetic,0.48,0.52,0.6,0.36,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-11.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,My my / At Waterloo Napoleon did surrender / Oh yeah
SBF96BDC,When I Kissed The Teacher,ABBA,Abba — Pop Collection,Pop,Calm,0.78,0.67,0.46,0.6,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-15.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,Everybody screamed when I kissed the teacher / And they must have thought they dreamed when I kissed the teacher / All my friends at school
SEE79F39,Why Did It Have To Be Me?,ABBA,Abba — Pop Collection,Pop,Sad,0.67,0.44,0.12,0.22,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-16.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,"When you were lonely, you needed a man / Someone to lean on, well I understand / It's only natural"
SB270E9B,You Owe Me One,ABBA,Abba — Pop Collection,Pop,Romantic,0.63,0.69,0.62,0.26,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-1.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,Frida Now there's a shadow falling over our faces / Doubt forever in our hearts / And in a while we'll start to pick up the traces
SDA6CDEF,"Always Have, Always Will",Ace Of Base,Ace Of Base — Pop Collection,Pop,Romantic,0.45,0.76,0.37,0.38,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-2.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,"Always have, always will / I was mesmerized when I first met you / Wouldn't let myself believe"
S4C98F07,Cecilia,Ace Of Base,Ace Of Base — Pop Collection,Pop,Romantic,0.47,0.51,0.74,0.45,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-3.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,This is a song about a well-known girl / Who was she? / We will never know the answer to that question
S5DFC5CF,Don't Stop,Ace Of Base,Ace Of Base — Pop Collection,Pop,Sad,0.67,0.72,0.71,0.31,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-4.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,Don't stop now / Don't stop now / Don't stop now
S7201EF7,Edge Of Heaven,Ace Of Base,Ace Of Base — Pop Collection,Pop,Sad,0.61,0.64,0.72,0.56,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-5.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,Fire! I can see it burning so brightly / Fire! I can feel it calling out to me / And as the sun goes down
S7E57400,Fashion Party,Ace Of Base,Ace Of Base — Pop Collection,Pop,Focus,0.9,0.33,0.54,0.7,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-6.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,Tonight we're gonna have a good time / Oh we're really gonna have a good time / Tonight we're gonna have a good time
SB237DB3,Happy Nation,Ace Of Base,Ace Of Base — Pop Collection,Pop,Sad,0.81,0.28,0.3,0.71,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-7.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,Laudate omnes gentes laudate / Magnificat in secula / Et anima mea laudate
SB52A5D8,Never Gonna Say I'm Sorry,Ace Of Base,Ace Of Base — Pop Collection,Pop,Happy,0.83,0.34,0.61,0.52,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-11.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,"I'm never gonna say I'm sorry, / I'm a clown for everyone / I'm never gonna let you down,"
SA8D3651,Perfect World,Ace Of Base,Ace Of Base — Pop Collection,Pop,Happy,0.61,0.89,0.1,0.47,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-12.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,They say the time has come for us / To start again / I believe that's true
SF0A7723,Who Am I,Ace Of Base,Ace Of Base — Pop Collection,Pop,Happy,0.84,0.68,0.15,0.31,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-13.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,I was born in the shadows / Under the Iberian sun / I was the dawn of the valley
S5836157,Camp Granada,Adam Sandler,Adam Sandler — Pop Collection,Pop,Romantic,0.58,0.45,0.61,0.51,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-14.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,"Hello mudda, hello fadda / Here I am at camp granada / Camp is very entertaining"
SA1AA5C0,Creepin' On The Mayor,Adam Sandler,Adam Sandler — Pop Collection,Pop,Energetic,0.81,0.33,0.83,0.6,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-15.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,"Oh, shit, is that them crazy fucks from across town? They / didn't see me, did they? Fuck it, they headin this way! Damn! / Gotta be somewhere to hide around here! No bushes, no"
SE0065D0,Love Stinks,Adam Sandler,Adam Sandler — Pop Collection,Pop,Sad,0.83,0.96,0.92,0.16,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-16.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,Whooo hoo / Cindy and Scott are newley-weds / Whoop-Ee-Doo
SB73B5A3,Mr. Bake-O,Adam Sandler,Adam Sandler — Pop Collection,Pop,Happy,0.77,0.62,0.49,0.46,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-1.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,I'm sitting in my chair watching the TV / It's not even on but there's plenty for me to see / I just lit some crazy ass shit
SA94477A,The Adventures Of The Cow,Adam Sandler,Adam Sandler — Pop Collection,Pop,Happy,0.5,0.68,0.27,0.5,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-3.mp3,https://images.unsplash.com/photo-1535712376625-d8a2b73db0c3?w=300&auto=format&fit=crop,"Performed by adam sandler, frank, and randi / Transcribed by a fan / ""and now a cow at bat in the bottom of the 6th inning of a little league game"
S3409D4D,Welcome My Son,Adam Sandler,Adam Sandler — Pop Collection,Pop,Romantic,0.94,0.57,0.88,0.72,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-5.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,Welcome my son to your very first day / So proud to be the one / Who brought you this way
S94AB8A9,All I Ask,Adele,Adele — Pop Collection,Pop,Romantic,0.91,0.89,0.64,0.35,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-6.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,[Verse 1] / I will leave my heart at the door / I won't say a word
SC516C25,Can't Let Go,Adele,Adele — Pop Collection,Pop,Calm,0.43,0.82,0.28,0.29,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-7.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,"[Verse 1] / When did it go wrong, I will never know / I have loved you all my life"
S882333A,Crazy For You,Adele,Adele — Pop Collection,Pop,Energetic,0.7,0.54,0.74,0.89,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-8.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,"Found myself today singing out your name, / You said I'm crazy, / If I am I'm crazy for you."
S8E5BFCB,Hello,Adele,Adele — Pop Collection,Pop,Energetic,0.54,0.44,0.22,0.34,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-10.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,"[Verse 1] / Hello, it's me / I was wondering if after all these years"
S6785F9F,I Miss You,Adele,Adele — Pop Collection,Pop,Romantic,0.74,0.74,0.98,0.81,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-11.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,[Verse 1] / I want every single piece of you / I want your heaven and your oceans too
S3BBFF0D,Melt My Heart To Stone,Adele,Adele — Pop Collection,Pop,Romantic,0.65,0.83,0.12,0.4,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-12.mp3,https://images.unsplash.com/photo-1470225620780-dba8ba36b745?w=300&auto=format&fit=crop,Right under my feet there's air made of bricks / Pulls me down turns me weak for you / I find myself repeating like a broken tune
SA2A6743,Need You Know,Adele,Adele — Pop Collection,Pop,Sad,0.45,0.7,0.5,0.24,https://www.soundhelix.com/examples/mp3/SoundHelix-Song-13.mp3,https://images.unsplash.com/photo-1493225457124-a3eb161ffa5f?w=300&auto=format&fit=crop,"Picture perfect memories, / Scattered all around the floor. / Reaching for the phone cause, I can't fight it anymore."
